Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Datetime,,,,,
2024-11-20 14:30:00+00:00,175.5399932861328,179.08999633789062,175.3300018310547,178.9698944091797,2944961
2024-11-20 15:30:00+00:00,175.97999572753906,176.7449951171875,175.4499969482422,175.5399932861328,1381454
2024-11-20 16:30:00+00:00,176.4197998046875,177.05999755859375,175.8300018310547,175.9600067138672,1021349
2024-11-20 17:30:00+00:00,176.6300048828125,176.77999877929688,176.14010620117188,176.39999389648438,927306
2024-11-20 18:30:00+00:00,176.1699981689453,176.62460327148438,175.9600067138672,176.60000610351562,927738
2024-11-20 19:30:00+00:00,176.55999755859375,176.5749969482422,175.86000061035156,176.16000366210938,1091766
2024-11-20 20:30:00+00:00,177.30999755859375,177.49000549316406,176.59759521484375,176.59759521484375,1548217
2024-11-21 14:30:00+00:00,167.25999450683594,174.49000549316406,167.24749755859375,173.83999633789062,9563894
2024-11-21 15:30:00+00:00,166.55999755859375,167.4801025390625,165.32000732421875,167.25,6927640
2024-11-21 16:30:00+00:00,167.16000366210938,167.43499755859375,165.36000061035156,166.5800018310547,3730855
2024-11-21 17:30:00+00:00,168.16009521484375,168.34500122070312,167.08999633789062,167.1699981689453,3534572
2024-11-21 18:30:00+00:00,167.25999450683594,168.61000061035156,166.96499633789062,168.1999969482422,3324384
2024-11-21 19:30:00+00:00,168.80999755859375,169.02220153808594,167.05999755859375,167.27000427246094,2410594
2024-11-21 20:30:00+00:00,169.25,169.72999572753906,168.75999450683594,168.8000030517578,3382209
2024-11-22 14:30:00+00:00,166.63710021972656,168.25999450683594,165.7100067138672,167.16000366210938,6472331
2024-11-22 15:30:00+00:00,166.45899963378906,167.4499969482422,166.2100067138672,166.63999938964844,2833317
2024-11-22 16:30:00+00:00,166.97000122070312,167.10000610351562,166.13999938964844,166.4600067138672,2765903
2024-11-22 17:30:00+00:00,166.97000122070312,167.35000610351562,166.50999450683594,166.97000122070312,1678438
2024-11-22 18:30:00+00:00,166.8300018310547,167.13499450683594,166.51010131835938,166.9600067138672,1526641
2024-11-22 19:30:00+00:00,166.74000549316406,167.14999389648438,166.64999389648438,166.82000732421875,1861118
2024-11-22 20:30:00+00:00,166.5399932861328,166.9250030517578,166.5,166.72999572753906,2400864
2024-11-25 14:30:00+00:00,170.02000427246094,170.45599365234375,167.39999389648438,167.67999267578125,5100582
2024-11-25 15:30:00+00:00,169.6699981689453,170.17999267578125,169.16000366210938,170.00999450683594,1692911
2024-11-25 16:30:00+00:00,168.57000732421875,169.9799041748047,168.4499969482422,169.69000244140625,1212611
2024-11-25 17:30:00+00:00,168.7100067138672,168.88999938964844,167.9199981689453,168.57000732421875,1368563
2024-11-25 18:30:00+00:00,169.00999450683594,169.42999267578125,168.72000122070312,168.74000549316406,906080
2024-11-25 19:30:00+00:00,169.36000061035156,169.4250030517578,168.83999633789062,169.00999450683594,981804
2024-11-25 20:30:00+00:00,169.44000244140625,169.77999877929688,168.87010192871094,169.3699951171875,1952090
2024-11-26 14:30:00+00:00,169.67999267578125,170.8000030517578,169.42999267578125,169.42999267578125,3038555
2024-11-26 15:30:00+00:00,170.4600067138672,170.6699981689453,169.58999633789062,169.67999267578125,1595366
2024-11-26 16:30:00+00:00,170.7100067138672,170.99000549316406,170.39599609375,170.47999572753906,1338986
2024-11-26 17:30:00+00:00,171.1475067138672,171.42999267578125,170.58749389648438,170.7010040283203,943822
2024-11-26 18:30:00+00:00,170.9477996826172,171.4949951171875,170.7626953125,171.16000366210938,1048875
2024-11-26 19:30:00+00:00,171.07000732421875,171.19000244140625,170.75,170.92999267578125,1102354
2024-11-26 20:30:00+00:00,170.60000610351562,171.22000122070312,170.58999633789062,171.05999755859375,2293532
2024-11-27 14:30:00+00:00,170.5200958251953,171.10000610351562,169.6699981689453,170.6199951171875,2460904
2024-11-27 15:30:00+00:00,170.58999633789062,170.84500122070312,170.24000549316406,170.57000732421875,1206475
2024-11-27 16:30:00+00:00,170.5500030517578,170.97999572753906,170.08999633789062,170.5800018310547,1013365
2024-11-27 17:30:00+00:00,170.89480590820312,171.05990600585938,170.4398956298828,170.5399932861328,1098306
2024-11-27 18:30:00+00:00,170.78790283203125,171.1378936767578,170.77000427246094,170.8800048828125,778647
2024-11-27 19:30:00+00:00,170.87879943847656,170.99000549316406,170.66000366210938,170.78799438476562,726704
2024-11-27 20:30:00+00:00,170.89999389648438,171.0399932861328,170.7100067138672,170.8699951171875,941687
2024-11-29 14:30:00+00:00,169.57000732421875,170.3800048828125,168.75,170.22999572753906,2580856
2024-11-29 15:30:00+00:00,170.47999572753906,170.58999633789062,169.5399932861328,169.57000732421875,990909
2024-11-29 16:30:00+00:00,170.66749572753906,170.72000122070312,170.39999389648438,170.47999572753906,851339
2024-12-02 14:30:00+00:00,173.09500122070312,173.5500030517578,170.27000427246094,170.41000366210938,3905226
2024-12-02 15:30:00+00:00,172.47999572753906,173.47999572753906,172.25999450683594,173.09500122070312,1498955
2024-12-02 16:30:00+00:00,173.11000061035156,173.5399932861328,172.47000122070312,172.4971923828125,1287550
2024-12-02 17:30:00+00:00,172.77699279785156,173.36000061035156,172.76890563964844,173.1199951171875,876385
2024-12-02 18:30:00+00:00,172.77999877929688,173.08999633789062,172.58999633789062,172.77999877929688,736977
2024-12-02 19:30:00+00:00,172.94000244140625,173.07000732421875,172.5989990234375,172.75999450683594,946717
2024-12-02 20:30:00+00:00,172.97999572753906,173.60000610351562,172.82000732421875,172.94000244140625,1576629
2024-12-03 14:30:00+00:00,172.66000366210938,174.3000030517578,172.61000061035156,173.02999877929688,3973471
2024-12-03 15:30:00+00:00,173.63999938964844,173.6699981689453,172.50999450683594,172.6699981689453,1381507
2024-12-03 16:30:00+00:00,172.8800048828125,173.75,172.82000732421875,173.66000366210938,1195147
2024-12-03 17:30:00+00:00,172.8800048828125,173.0800018310547,172.6699981689453,172.89999389648438,776801
2024-12-03 18:30:00+00:00,172.94000244140625,173.0,172.6439971923828,172.8800048828125,745085
2024-12-03 19:30:00+00:00,172.5491943359375,173.03970336914062,172.52000427246094,172.9499969482422,887972
2024-12-03 20:30:00+00:00,173.00999450683594,173.10000610351562,172.52000427246094,172.52000427246094,1520871
2024-12-04 14:30:00+00:00,174.74000549316406,174.85000610351562,172.75,172.77999877929688,2941494
2024-12-04 15:30:00+00:00,175.4499969482422,175.6999969482422,174.67999267578125,174.74000549316406,1667653
2024-12-04 16:30:00+00:00,175.32000732421875,175.55999755859375,174.36000061035156,175.4600067138672,1024701
2024-12-04 17:30:00+00:00,175.96009826660156,175.96009826660156,174.89999389648438,175.3000030517578,786874
2024-12-04 18:30:00+00:00,176.00990295410156,176.14999389648438,175.6999969482422,175.97999572753906,1107172
2024-12-04 19:30:00+00:00,176.3699951171875,176.39999389648438,175.88499450683594,176.0,889152
2024-12-04 20:30:00+00:00,176.10000610351562,176.42999267578125,175.77000427246094,176.35000610351562,1665069
2024-12-05 14:30:00+00:00,175.856201171875,177.7100067138672,175.57000732421875,177.32400512695312,2662272
2024-12-05 15:30:00+00:00,175.41000366210938,176.0800018310547,175.11990356445312,175.85000610351562,1405200
2024-12-05 16:30:00+00:00,175.5500030517578,175.55999755859375,175.14999389648438,175.38999938964844,1085044
2024-12-05 17:30:00+00:00,175.25,175.75999450683594,174.89999389648438,175.52999877929688,1247238
2024-12-05 18:30:00+00:00,175.1999969482422,175.52000427246094,175.14999389648438,175.24000549316406,889284
2024-12-05 19:30:00+00:00,174.6699981689453,175.36000061035156,174.60000610351562,175.2100067138672,1059960
